Candidate,Party,Criminal Cases,Education,Age,Total Assets,Constituency,Liabilities,Winner,Gender,Year
Dev Kumar Verma,RPI(A),0,12th Pass,56,4333000,PATALIPUTRA,0,0,M,2014
Durgesh Nandan Singh,IND,0,Graduate Professional,37,3273000,PATALIPUTRA,0,0,M,2014
Jai Prakash Yadav,IND,0,Graduate Professional,54,1434000,PATALIPUTRA,0,0,M,2014
Kumar Indra Bhushan,IND,2,Graduate,40,9122284,PATALIPUTRA,285000,0,M,2014
Kundan Prasad Singh,AAP,0,12th Pass,57,4833000,PATALIPUTRA,0,0,M,2014
Minendra Kumar Singh,IND,0,Others,62,1867902,PATALIPUTRA,0,0,M,2014
Misha Bharti,RJD,1,Graduate Professional,39,47634901,PATALIPUTRA,0,0,M,2014
Mukul Kumar Sharma,Sankhyanupati Bhagidari Party,1,10th Pass,26,2212400,PATALIPUTRA,0,0,M,2014
Nagendra Kumar,Bharat Vikas Morcha,0,Graduate,33,1166489,PATALIPUTRA,0,0,M,2014
Niraj Kumar,IND,0,Graduate,48,51500,PATALIPUTRA,0,0,M,2014
Pancham Lal,IND,0,Graduate,63,29991521,PATALIPUTRA,0,0,M,2014
Raj Kumar Ram,BSP,0,10th Pass,41,660000,PATALIPUTRA,450000,0,M,2014
Rameshwar Prasad,CPI(ML)L,6,8th Pass,67,2386000,PATALIPUTRA,0,0,M,2014
Ranjan Prasad Yadav,JD(U),0,Doctorate,69,55327154,PATALIPUTRA,1766678,0,M,2014
Shatrudhan Shah,Bharatiya Ekta Dal,0,10th Pass,46,2030000,PATALIPUTRA,50000,0,M,2014
Sunil Kumar,Samajwadi Janata Party (Rashtriya),0,12th Pass,41,800000,PATALIPUTRA,150000,0,M,2014
Sunil Kumar Singh,IND,0,Post Graduate,45,123369500,PATALIPUTRA,61000,0,M,2014
Shatrughan Sinha,BJP,1,Graduate,67,1317405961,PATNA SAHIB,168760929,0,M,2014
Anil Kumar,IND,0,Post Graduate,48,199542,PATNA SAHIB,0,0,M,2014
Chandra Bhushan Prasad Chandravnsi,Bahujan Mukti Party,1,Literate,44,29711938,PATNA SAHIB,50200,0,M,2014
Dr. Rakesh Datta Mishra,Bharatiya Jan Kranti Dal (Democratic),0,Post Graduate,39,149047,PATNA SAHIB,0,0,M,2014
Gajendra Kumar,Sankhyanupati Bhagidari Party,0,Graduate,30,1575000,PATNA SAHIB,0,0,M,2014
Ganesh Shaw,BSP,0,Graduate,36,64000,PATNA SAHIB,52000,0,M,2014
Ganga Vishnu Prasadq,IND,0,Graduate Professional,73,6401308,PATNA SAHIB,0,0,M,2014
Gopal Prasad Sinha,JD(U),0,Post Graduate,71,59131851,PATNA SAHIB,0,0,M,2014
Jauhar Azad,Janta Dal Rashtravadi,0,12th Pass,29,560500,PATNA SAHIB,360000,0,M,2014
Kumar Rajiv,IND,0,Post Graduate,43,,PATNA SAHIB,0,0,M,2014
Kunal Singh,INC,0,12th Pass,58,51271000,PATNA SAHIB,750000,0,M,2014
Lal Bahadur Singh Patel,Krantikari Vikas Dal,1,10th Pass,46,830000,PATNA SAHIB,0,0,M,2014
Nand Kishore Singh,IND,0,Graduate Professional,57,21239370,PATNA SAHIB,654750,0,M,2014
Parveen Amanullah,AAP,0,Graduate,56,34292500,PATNA SAHIB,0,0,M,2014
Parwez Ahmad,Loktantrik Janata Party (Secular),0,Graduate,46,88692,PATNA SAHIB,0,0,M,2014
Shree Kant Labh,Samajwadi Janata Party (Rashtriya),2,Post Graduate,79,57881,PATNA SAHIB,0,0,M,2014
Shyam Nandan Prasad,IND,1,Doctorate,59,36572000,PATNA SAHIB,943000,0,M,2014
Umesh Kumar,SP,0,Graduate,46,1415000,PATNA SAHIB,0,0,M,2014
Vijay Kumar Sahni,IND,0,Graduate,25,7528500,PATNA SAHIB,0,0,M,2014
Santosh Kumar,JD(U),3,12th Pass,35,22316594,PURNIA,1406515,0,M,2014
Amarnath Tiwari,INC,1,Graduate,59,43329826,PURNIA,6731845,0,M,2014
Anil Kumar Mahto,Janvadi Party(Socialist),0,10th Pass,30,681406,PURNIA,0,0,M,2014
Fagu Marandi,Jharkhand Disom Party,1,Graduate,63,1151323,PURNIA,0,0,M,2014
Kunj Bihar Paswan,IND,0,Literate,52,1266625,PURNIA,83000,0,M,2014
Mansoor Alam,SP,0,12th Pass,45,7196656,PURNIA,600000,0,M,2014
Md Akhtar Ali,IND,0,Literate,32,110551,PURNIA,0,0,M,2014
Md Shahid Akhtar,Bahujan Mukti Party,0,Graduate,59,5457339,PURNIA,0,0,M,2014
Md Shamsher Alam,JMM,1,12th Pass,48,6135336,PURNIA,300000,0,M,2014
Navlesh Pathak,IND,0,Post Graduate,53,25060000,PURNIA,10000,0,M,2014
Pankaj Kumar Singh,CPI(ML)L,3,8th Pass,48,2961753,PURNIA,0,0,M,2014
Pramod Narayan Poddar,Bhartiya Jantantrik Janata Dal,1,Graduate,57,8642000,PURNIA,750000,0,M,2014
Raj Kumar Uraon,BSP,0,12th Pass,44,4277000,PURNIA,0,0,M,2014
Sanjay Singh,IND,0,10th Pass,35,106700,PURNIA,0,0,M,2014
Sudeep Roy,AAP,0,Post Graduate,50,24764655,PURNIA,0,0,M,2014
Syed Shah Iqbal Alam,Bhartiya Ekta Manch Party,0,12th Pass,48,18201000,PURNIA,0,0,M,2014
Uday Singh Urf Pappu Singh,BJP,4,12th Pass,61,1466364723,PURNIA,123100000,0,M,2014
Radha Mohan Singh,BJP,0,Graduate,64,22558073,PURVI CHAMPARAN,4270360,0,M,2014
Amit Kumar Chaubey,AAP,0,Post Graduate,30,6238000,PURVI CHAMPARAN,960000,0,M,2014
Anil Kumar Singh,Jai Maha Bharath Party,0,12th Pass,42,23846000,PURVI CHAMPARAN,0,0,M,2014
Awanish Kumar Singh,JD(U),0,12th Pass,49,75781467,PURVI CHAMPARAN,3477531,0,M,2014
Dilip Singh,IND,0,Literate,0,11976871,PURVI CHAMPARAN,450000,0,M,2014
Md Mokim Ansari,JKNPP,0,Graduate Professional,49,34581400,PURVI CHAMPARAN,0,0,M,2014
Md. Nasroodin,Janta Dal Rashtravadi,0,Post Graduate,42,16718500,PURVI CHAMPARAN,0,0,M,2014
Parasnath Pandey,Janvadi Party(Socialist),0,Graduate,55,13750000,PURVI CHAMPARAN,500000,0,M,2014
Pawan Kumar,Kalinga Sena,0,Graduate,25,451086,PURVI CHAMPARAN,0,0,M,2014
Pramod Kumar Pandey,IND,0,10th Pass,41,5670105,PURVI CHAMPARAN,0,0,M,2014
Raghunath Gupta,SP,0,12th Pass,64,20700955,PURVI CHAMPARAN,1509000,0,M,2014
Shambhu Das,IND,2,Literate,38,2549763,PURVI CHAMPARAN,0,0,M,2014
Shatruhan Tiwary,Bajjikanchal Vikas Party,0,8th Pass,48,85248200,PURVI CHAMPARAN,0,0,M,2014
Suresh Paswan,BSP,0,10th Pass,41,4087271,PURVI CHAMPARAN,171000,0,M,2014
Vinod Kumar Shrivastava,RJD,0,Graduate,54,65885912,PURVI CHAMPARAN,2000000,0,M,2014
Ram Chandra Paswan,LJP,3,10th Pass,53,13058612,SAMASTIPUR,0,0,M,2014
Amit Kumar,Samajwadi Janata Party (Rashtriya),1,12th Pass,25,1478998,SAMASTIPUR,195000,0,M,2014
Ashok Paswan,Bahujan Mukti Party,0,Graduate,28,71308,SAMASTIPUR,0,0,M,2014
Baleshwar Paswan,Janta Dal Rashtravadi,0,Graduate,59,1958000,SAMASTIPUR,100000,0,M,2014
Dr. Ashok Kumar,INC,1,Graduate Professional,59,14532873,SAMASTIPUR,1192539,0,M,2014
Ganesh Kumar,AAP,0,10th Pass,41,2262533,SAMASTIPUR,0,0,M,2014
Lal Bahadur Sada,CPI(ML)L,6,10th Pass,43,2077500,SAMASTIPUR,0,0,M,2014
Maheshwar Hazari,JD(U),0,Graduate,43,21464499,SAMASTIPUR,6941446,0,M,2014
Mithilesh Kumar Rajak,IND,0,Graduate,35,2540933,SAMASTIPUR,25000,0,M,2014
Ram Chandar Ram,BSP,0,Graduate Professional,62,2190160,SAMASTIPUR,0,0,M,2014
Shatrughan Kumar Paswan,Rashtriya Krantikari Samajwadi Party,1,Post Graduate,44,1657000,SAMASTIPUR,0,0,M,2014
Vijay Kumar Ram,Rajnaitik Vikalp Party,0,12th Pass,27,17000,SAMASTIPUR,0,0,M,2014
Rajiv Pratap Rudy,BJP,1,Post Graduate,53,62545997,SARAN,1008658,0,M,2014
Bal Mukund Chauhan,BSP,0,Graduate Professional,46,4937691,SARAN,43248,0,M,2014
Chandan Kumar Alias Chandan Gupta,Bihar Janta Party,4,Post Graduate,34,2800179,SARAN,1516000,0,M,2014
Lalan Prasad,IND,0,10th Pass,62,411000,SARAN,500000,0,M,2014
Lalu Rai,IND,1,12th Pass,39,6155000,SARAN,100000,0,M,2014
Niraj Ram,Bahujan Mukti Party,0,Literate,29,135000,SARAN,7500,0,M,2014
Parmatama Singh,AAP,0,10th Pass,60,14462242,SARAN,1041900,0,M,2014
Rabri Devi,RJD,4,8th Pass,61,75381900,SARAN,13000000,0,M,2014
Rajesh Kumar,Bharatiya Ekta Dal,0,12th Pass,33,1172198,SARAN,0,0,M,2014
Ranjan Kumar,Jai Maha Bharath Party,3,12th Pass,27,869000,SARAN,0,0,M,2014
Saleem Perwez,JD(U),0,Graduate,53,64920000,SARAN,102837,0,M,2014
Chhedi Paswan,BJP,0,Post Graduate,58,35776803,SASARAM,275000,0,M,2014
Baleshwar Bharti,BSP,0,10th Pass,58,273200,SASARAM,0,0,M,2014
Geeta Arya,AAP,0,8th Pass,47,18756436,SASARAM,0,0,M,2014
Karra Parasu Ramaiah,JD(U),1,Doctorate,59,24500404,SASARAM,1672000,0,M,2014
Meira Kumar,INC,0,Post Graduate,68,384751309,SASARAM,0,0,M,2014
Nand Lal Ram,IND,0,8th Pass,37,688000,SASARAM,0,0,M,2014
Raj Narain Rao,IND,0,12th Pass,77,558000,SASARAM,100,0,M,2014
Ravikant Chaudhary,IND,0,10th Pass,32,225500,SASARAM,0,0,M,2014
Saroj Ram,Bahujan Mukti Party,0,Graduate Professional,54,2255786,SASARAM,80350,0,M,2014
Surendra Ram,IND,0,5th Pass,39,9289000,SASARAM,200000,0,M,2014
Tetari Devi,CPI(ML)L,0,Literate,39,2138858,SASARAM,0,0,M,2014
Rama Devi,BJP,6,Graduate Professional,65,308591850,SHEOHAR,0,0,M,2014
Angesh Kumar,BSP,2,Graduate Professional,43,179440000,SHEOHAR,5750000,0,M,2014
Jagranath Sahani,Sarvajan Kalyan Loktantrik Party,1,Post Graduate,31,2462500,SHEOHAR,0,0,M,2014
Jata Shankar Aatreya,Rajnaitik Vikalp Party,0,Post Graduate,51,12081068,SHEOHAR,534719,0,M,2014
Lakshman Paswan,JMM,0,8th Pass,47,237345,SHEOHAR,0,0,M,2014
Lovely Anand,SP,1,Graduate,39,12804755,SHEOHAR,0,0,M,2014
Md Anwarul Haque,RJD,7,Others,70,19580000,SHEOHAR,1149181,0,M,2014
Md Nasruddin Ansari,National Lokmat Party,0,Literate,41,184000,SHEOHAR,0,0,M,2014
Ram Lobhit Paswan,Bahujan Mukti Party,0,Literate,67,1790554,SHEOHAR,0,0,M,2014
Rama Shankar Singh,AIFB,0,12th Pass,40,3012000,SHEOHAR,1000000,0,M,2014
Ramashish Mahto,IND,0,8th Pass,69,4134220,SHEOHAR,0,0,M,2014
Sanjay Prasad,IND,0,10th Pass,43,8172300,SHEOHAR,399000,0,M,2014
Shahid Ali Khan,JD(U),3,Graduate Professional,54,47446000,SHEOHAR,2985065,0,M,2014
Shatrughan Sahu,AAP,0,Post Graduate,38,2204235,SHEOHAR,0,0,M,2014
Shivanandan Prasad,IND,0,Post Graduate,70,50204169,SHEOHAR,0,0,M,2014
Ram Kumar Sharma,Rashtriya Lok Samta Party,0,Post Graduate,50,9265000,SITAMARHI,82000,0,M,2014
Ajay Kumar,IND,1,12th Pass,37,716000,SITAMARHI,0,0,M,2014
Arjun Rai,JD(U),1,Doctorate,42,17523332,SITAMARHI,641651,0,M,2014
Bharat Bhushan Sahni,Sarvajan Kalyan Loktantrik Party,0,12th Pass,44,350000,SITAMARHI,261000,0,M,2014
Chandrika Prasad,IND,0,12th Pass,39,1091362,SITAMARHI,45520,0,M,2014
Jai Kumar Chaudhary,Lok Dal,0,Graduate,36,1007900,SITAMARHI,0,0,M,2014
Kishori Das,AAP,2,Post Graduate,63,2120000,SITAMARHI,0,0,M,2014
Mahendra Prasad,Samajwadi Janata Party (Rashtriya),0,Graduate,45,1606100,SITAMARHI,0,0,M,2014
Mahesh Kumar,BSP,3,Post Graduate,48,12136000,SITAMARHI,800000,0,M,2014
Mahesh Nandan Singh,IND,0,Graduate,44,1701000,SITAMARHI,0,0,M,2014
Mohammad Faiyaz Ahmad,IND,0,12th Pass,29,6575600,SITAMARHI,0,0,M,2014
Narendra Mishra,IND,0,Post Graduate,56,1626000,SITAMARHI,0,0,M,2014
Rajeev Ranjan,AITC,0,Graduate Professional,35,79505000,SITAMARHI,4000000,0,M,2014
Satyendra Bhandari,Bahujan Mukti Party,0,10th Pass,38,1006000,SITAMARHI,0,0,M,2014
Sitaram Yadav,RJD,0,Graduate Professional,66,63472115,SITAMARHI,2091108,0,M,2014
Sone Lal Sah,IND,0,8th Pass,66,2584902,SITAMARHI,0,0,M,2014
Surendra Kumar,Bajjikanchal Vikas Party,0,Graduate,33,635479,SITAMARHI,595000,0,M,2014
Syed Abu Dojana,SP,0,Graduate,49,66353562,SITAMARHI,0,0,M,2014
Vinod Sah,IND,0,Literate,48,1758542,SITAMARHI,0,0,M,2014
Om Prakash Yadav,BJP,1,Graduate,48,2213023,SIWAN,1956467,0,M,2014
Amar Nath Yadav,CPI(ML)L,8,Literate,49,6357303,SIWAN,89897,0,M,2014
Ganesh Ram,BSP,1,Post Graduate,42,779202,SIWAN,0,0,M,2014
Hena Sahab,RJD,0,Graduate,41,74095721,SIWAN,0,0,M,2014
Khalil Miyan Alias Md. Khalil Miyan,GGP,0,Post Graduate,38,420444,SIWAN,0,0,M,2014
Manoj Kr Singh,JD(U),2,12th Pass,45,99224071,SIWAN,1436515,0,M,2014
Nagendra Tiwari,Loktantrik Janata Party (Secular),0,Post Graduate,36,7140920,SIWAN,535911,0,M,2014
Narad Pandit,Jai Prakash Janata Dal,0,8th Pass,41,9240000,SIWAN,0,0,M,2014
Parmanand God,Swatantra Samaj Party,0,12th Pass,44,315000,SIWAN,0,0,M,2014
Parmeshwar Manjhi,Bahujan Mukti Party,0,Graduate,41,713458,SIWAN,60000,0,M,2014
Ram Vinay Ray,Bharatiya Ekta Dal,0,Literate,28,185000,SIWAN,0,0,M,2014
Ranjan Kumar,Bharat Vikas Morcha,0,Graduate,36,933578,SIWAN,0,0,M,2014
Satya Prakash Pandey,AAP,0,Graduate Professional,43,12231703,SIWAN,7407841,0,M,2014
Ranjeet Ranjan,INC,5,12th Pass,41,81242965,SUPAUL,0,0,M,2014
Aman Kumar Samajsevi,BSP,0,12th Pass,33,5728000,SUPAUL,0,0,M,2014
Binod Kumar Sahu,IND,0,Graduate,45,1535000,SUPAUL,50000,0,M,2014
Devnarayan Yadav,Bahujan Mukti Party,0,Post Graduate,66,9500500,SUPAUL,250000,0,M,2014
Dileshwar Kamait,JD(U),0,Post Graduate,68,17930142,SUPAUL,0,0,M,2014
Jay Narayan Yadav,CPI(ML)L,2,Graduate,49,4748598,SUPAUL,45000,0,M,2014
Kameshwar Chaupal,BJP,1,Post Graduate,58,41372252,SUPAUL,12909,0,M,2014
Mohammad Amanullah,IUML,0,Graduate,32,1000,SUPAUL,0,0,M,2014
Parmeshwar Jha,AAP,0,Graduate,62,11516000,SUPAUL,0,0,M,2014
Ramdev Sharma,IND,0,12th Pass,55,250000,SUPAUL,0,0,M,2014
Shakaldev Mandal,Samajwadi Janata Party (Rashtriya),1,Graduate Professional,70,82854500,SUPAUL,0,0,M,2014
Suresh Kumar Ajad,Jai Hind Party,0,Post Graduate,46,1051233,SUPAUL,30000,0,M,2014
Nityanand Rai,BJP,1,Graduate,48,146743540,UJIARPUR,3965423,0,M,2014
Alok Kumar Mehta,RJD,4,Graduate Professional,45,51615071,UJIARPUR,3661335,0,M,2014
Amrendra Kumar Yadav,Rashtriya Krantikari Samajwadi Party,2,Post Graduate,41,796700,UJIARPUR,12500,0,M,2014
Arjun Kumar Sah,IND,0,8th Pass,29,1760800,UJIARPUR,0,0,M,2014
Ashwamedh Devi,JD(U),0,5th Pass,51,8916714,UJIARPUR,3430311,0,M,2014
Bindeshwari Sahani,Proutist Sarva Samaj,0,10th Pass,63,4420630,UJIARPUR,84000,0,M,2014
Dharmendra Sahani,BSP,1,12th Pass,34,33000,UJIARPUR,0,0,M,2014
Jitendra Kumar Rai,SHS,0,12th Pass,37,1845000,UJIARPUR,0,0,M,2014
Kishor Kumar,Rashtriya Lok Samta Party,0,12th Pass,36,16197016,UJIARPUR,50000,0,M,2014
Madhuri,Bahujan Mukti Party,0,Graduate Professional,33,3791100,UJIARPUR,0,0,M,2014
Md. Tahir Arman,Naya Daur Party,0,Graduate,27,14000,UJIARPUR,0,0,M,2014
Mintu Paswan,IND,0,Graduate,31,24000,UJIARPUR,0,0,M,2014
Mithilesh Kumar Jha,JMM,0,12th Pass,51,1350000,UJIARPUR,95000,0,M,2014
Phool Babu Singh,CPI(ML)L,2,Post Graduate,37,2073785,UJIARPUR,25000,0,M,2014
Prem Lata Devi,Jai Prakash Janata Dal,0,Literate,42,197950,UJIARPUR,36000,0,M,2014
Prithwinath Prasad,Mahamukti Dal,0,Graduate,46,153271,UJIARPUR,0,0,M,2014
Ram Deo Verma,CPI(M),3,Graduate,67,4179608,UJIARPUR,597864,0,M,2014
Shivani Umani,Janta Dal Rashtravadi,0,10th Pass,42,410500,UJIARPUR,0,0,M,2014
Suresh Choudhary,AAP,0,Post Graduate,71,10027072,UJIARPUR,0,0,M,2014
Rama Kishore Singh,LJP,4,Graduate,51,21610218,VAISHALI,3323006,0,M,2014
Anu Shukla,IND,1,12th Pass,38,115649612,VAISHALI,1878947,0,M,2014
Balendra Singh,IND,0,12th Pass,66,30070000,VAISHALI,508000,0,M,2014
Dr. Mohammad Nabi Hassan,IND,1,Literate,30,159986,VAISHALI,0,0,M,2014
Indradeo Roy,SUCI(C),2,Post Graduate,51,356214,VAISHALI,103580,0,M,2014
Jay Narayan Sah,Bajjikanchal Vikas Party,0,Post Graduate,59,632255,VAISHALI,0,0,M,2014
Jitendra Prasad,IND,0,10th Pass,40,251000,VAISHALI,0,0,M,2014
Lalji Kumar Rakesh,IND,0,Post Graduate,41,1367000,VAISHALI,0,0,M,2014
Md. Naushad,VANCHITSAMAJ INSAAF PARTY,0,8th Pass,25,235200,VAISHALI,0,0,M,2014
Mohammad Umar Anshari,IND,0,Graduate,58,2931380,VAISHALI,0,0,M,2014
Mukesh Ram,Rashtriya Krantikari Samajwadi Party,0,Graduate,29,46000,VAISHALI,0,0,M,2014
Parmeshwar Ram,Bahujan Mukti Party,1,Graduate Professional,64,17727192,VAISHALI,500000,0,M,2014
Raaj Mangal Prasad,AAP,0,Post Graduate,54,19434996,VAISHALI,2172103,0,M,2014
Raghuvansh Prasad Singh,RJD,2,Doctorate,67,18095679,VAISHALI,33346,0,M,2014
Ram Pukar Rai,IND,0,10th Pass,42,12014000,VAISHALI,723000,0,M,2014
Rameshwar Sah,IND,0,Post Graduate,38,1537465,VAISHALI,0,0,M,2014
Ranjeet Kumar Jha,IND,1,12th Pass,28,17960000,VAISHALI,2200000,0,M,2014
Sandhya Devi,IND,0,Literate,43,4242000,VAISHALI,30000,0,M,2014
Shankar Mahato,BSP,4,12th Pass,42,3682067,VAISHALI,14766,0,M,2014
Vijay Kumar Sahni,JD(U),2,12th Pass,63,11929261,VAISHALI,58282,0,M,2014
Vinod Pandit,Lokpriya Samaj Party,1,12th Pass,34,530000,VAISHALI,0,0,M,2014
Satish Dubey,BJP,3,10th Pass,39,6061576,VALMIKI NAGAR,626789,0,M,2014
Amar Sahani,Bharatiya Ekta Dal,0,Literate,38,2566000,VALMIKI NAGAR,0,0,M,2014
Baidhnath Prasad Mahto,JD(U),2,10th Pass,57,14721287,VALMIKI NAGAR,3715011,0,M,2014
Dharmesh Prasad Verma,AAP,0,12th Pass,68,23394000,VALMIKI NAGAR,150000,0,M,2014
Dilip Varma,IND,3,Graduate,60,109990624,VALMIKI NAGAR,15008466,0,M,2014
Doctor Mahato,Janvadi Party(Socialist),0,8th Pass,44,7171000,VALMIKI NAGAR,1250000,0,M,2014
Dravyan Uraon,IND,0,Graduate,26,130263,VALMIKI NAGAR,0,0,M,2014
Manohar Manoj,IND,0,Post Graduate,45,10280000,VALMIKI NAGAR,0,0,M,2014
Nandlal Ram,IND,0,Literate,49,293000,VALMIKI NAGAR,0,0,M,2014
Om Shanti Baba,IND,0,Literate,50,190215000,VALMIKI NAGAR,0,0,M,2014
Prof. Amaresh Prasad,JMM,1,Doctorate,62,4751000,VALMIKI NAGAR,0,0,M,2014
Purnmasi Ram,INC,0,12th Pass,57,54764527,VALMIKI NAGAR,14310110,0,M,2014
Shailesh Kumar Diwakar,BSP,0,Post Graduate,34,9860000,VALMIKI NAGAR,600000,0,M,2014
Virendra Prasad Gupta,CPI(ML)L,4,12th Pass,45,5222490,VALMIKI NAGAR,22550,0,M,2014
Smt. Kirron Kher,BJP,0,Post Graduate,61,335343871,CHANDIGARH,1886187,0,M,2014
Ajay Singla,IND,2,10th Pass,38,9877806,CHANDIGARH,0,0,M,2014
Amarjit Kaur,IND,0,8th Pass,55,7020000,CHANDIGARH,500000,0,M,2014
Deepak Shukla,IND,0,Graduate,43,1874000,CHANDIGARH,338837,0,M,2014
Dharmender Singh,Hindustan Ekta Party,0,Graduate,55,1623000,CHANDIGARH,70000,0,M,2014
Gulkirat Kaur Panag,AAP,0,Post Graduate,35,129508000,CHANDIGARH,2164000,0,M,2014
Jannat Jahan-Ul-Haq (Naina),BSP,0,Graduate,32,11100000,CHANDIGARH,500000,0,M,2014
Jasmer Singh,IND,0,10th Pass,54,5355500,CHANDIGARH,290000,0,M,2014
Kawaljit Singh,CPI(ML)L,4,Graduate Professional,33,22000,CHANDIGARH,0,0,M,2014
Khem Lal Bansal,Inqalab Vikas Dal,0,10th Pass,68,76108195,CHANDIGARH,900000,0,M,2014
Pawan Kumar Bansal,INC,0,Graduate Professional,65,77478000,CHANDIGARH,0,0,M,2014
Pawan Kumar Sharma,IND,0,12th Pass,43,9196223,CHANDIGARH,720000,0,M,2014
Ramesh Chander,IND,0,Graduate,46,3324,CHANDIGARH,0,0,M,2014
Reena Sharma,IND,0,12th Pass,33,1765000,CHANDIGARH,1075000,0,M,2014
Shamsher Singh,IND,0,10th Pass,36,260000,CHANDIGARH,75000,0,M,2014
Surender Kumar,Bahujan Mukti Party,0,Graduate,32,304607,CHANDIGARH,151340,0,M,2014
Surinder Bhardwaj,JD(U),0,Graduate,65,419506,CHANDIGARH,0,0,M,2014
Dinesh Kashyap,BJP,1,Post Graduate,51,16108199,BASTAR,2191216,0,M,2014
Arjun Singh Thakur,Ambedkarite Party of India,0,Post Graduate,54,46885000,BASTAR,250000,0,M,2014
Deepak Karma,INC,0,Graduate,36,3601587,BASTAR,0,0,M,2014
Devchand Dhruw,CPI(ML) Red star,0,8th Pass,47,371000,BASTAR,52235,0,M,2014
Manbodh Baghel,BSP,0,Graduate Professional,40,1405000,BASTAR,0,0,M,2014
Shankar Ram Thakur,SP,0,Graduate,50,12430000,BASTAR,8000,0,M,2014
Soni Soree,AAP,2,12th Pass,39,195000,BASTAR,250000,0,M,2014
Vimla Shoree,CPI,0,Graduate Professional,29,1520000,BASTAR,200000,0,M,2014
Lakhanlal Sau S/O Kalyan Lal Sahu,BJP,0,Post Graduate,43,8661133,BILASPUR,306357,0,M,2014
Ajay Pali,IND,0,Literate,30,480000,BILASPUR,179344,0,M,2014
Anand Mishra,AAP,0,Post Graduate,68,4685783,BILASPUR,1440000,0,M,2014
Baldau Prasad Sahu,IND,0,Graduate,41,320500,BILASPUR,0,0,M,2014
Dausingh Maravi,IND,0,Graduate,44,435500,BILASPUR,40000,0,M,2014
Daya Das Lahre,IND,0,8th Pass,72,2097599,BILASPUR,49000,0,M,2014
Dhani Ram Khare,Republican Paksha (Khoripa),0,5th Pass,44,13485,BILASPUR,0,0,M,2014
Dhani Ram Yadav,SP,0,8th Pass,33,,BILASPUR,0,0,M,2014
Dharam Bhargav,BSP,0,12th Pass,54,1919014,BILASPUR,506437,0,M,2014
Dilip Kumar Koshle,IND,0,12th Pass,43,2764540,BILASPUR,1150000,0,M,2014
Dinesh Kumar Singh Khusro Nikhil,IND,0,10th Pass,28,72000,BILASPUR,0,0,M,2014
Er. Ramfal Mandrey,Ambedkarite Party of India,0,Post Graduate,35,301500,BILASPUR,0,0,M,2014
Ganesh Yadav,GGP,0,10th Pass,30,100500,BILASPUR,0,0,M,2014
Jait Ram Khande,IND,0,5th Pass,50,10058052,BILASPUR,0,0,M,2014
Karuna Shukla,INC,0,Post Graduate,64,30261209,BILASPUR,1673200,0,M,2014
Lakhan Lal Sahu S/O Nandram Sahu,IND,0,5th Pass,39,2236151,BILASPUR,0,0,M,2014
Lakhan Lal Sahu S/O Santram Sahu,IND,0,8th Pass,50,250000,BILASPUR,0,0,M,2014
Lakhan Sahu S/O Mahindar Sahu,IND,0,Literate,46,52500,BILASPUR,0,0,M,2014
Manik Dahariya,IND,0,8th Pass,58,251500,BILASPUR,150000,0,M,2014
Prakash Surya,IND,0,10th Pass,34,3093472,BILASPUR,389952,0,M,2014
Ram Singh Pandram,IND,0,12th Pass,67,691542,BILASPUR,7000,0,M,2014
Rameshwar Kewat,IND,0,Post Graduate,38,630031,BILASPUR,30000,0,M,2014
Ramji Sahu,Chhattisgarh Swabhiman Manch,0,12th Pass,50,2597500,BILASPUR,0,0,M,2014
Salik Ram Jogi,IND,0,Post Graduate,47,650000,BILASPUR,67000,0,M,2014
Sarita Soni,IND,0,12th Pass,55,1676000,BILASPUR,0,0,M,2014
Tamradwaj Sahu,INC,0,12th Pass,65,21002226,DURG,1777720,0,M,2014
A.K. Mohan,AITC,0,10th Pass,50,290000,DURG,0,0,M,2014
Alfraid Vikas Luis,IND,0,Graduate,29,136000,DURG,0,0,M,2014
Arun Kumar Joshi,IND,0,Others,43,45500,DURG,0,0,M,2014
Atmaram Sahu,SUCI(C),0,Post Graduate,33,777014,DURG,0,0,M,2014
Baldau Prasad Sahu,IND,0,8th Pass,46,114412,DURG,0,0,M,2014
Bharat Bhusan Pandey,CPI(ML) Red Star,1,12th Pass,52,7402516,DURG,50000,0,M,2014
Chandra Prakash Mandle,IND,3,Graduate Professional,36,23602100,DURG,2330000,0,M,2014
Diwakar Bairagi,IND,1,Post Graduate,50,3340000,DURG,34000,0,M,2014
Jai Prakash Nair,CPI(ML)L,0,12th Pass,42,299500,DURG,195000,0,M,2014
Jinendra Ghritlahare,IND,0,12th Pass,40,3376000,DURG,50000,0,M,2014
Khitiz Kumar Sabharkar,Republican Paksha (Khoripa),0,Graduate Professional,31,31000,DURG,0,0,M,2014
Mannu Lal Parganiha,Chhattisgarh Swabhiman Manch,0,8th Pass,71,3912484,DURG,0,0,M,2014
Munna Chandrakar,BSP,0,8th Pass,41,4547946,DURG,45000,0,M,2014
Narendra Gupta,Bhrashtachar Mukti Morcha,0,Graduate Professional,53,7685000,DURG,0,0,M,2014
Radha Bai Yadav,IND,0,Literate,53,1359207,DURG,0,0,M,2014
Sahetru Singh,IND,0,Post Graduate,45,3224200,DURG,270000,0,M,2014
Sarju Prasad Shukla,IND,0,10th Pass,65,15887210,DURG,770000,0,M,2014
